transaction_id,timestamp,user_id,receiver_id,amount,transaction_type,location,device_type,is_rooted_device,network_type,time_of_day,is_fraud
28,2024-07-23 15:05:00,user_4828,user_2020,45357.47,send,Chennai,tablet,0,WiFi,afternoon,0
29,2024-05-27 21:35:00,user_508,user_63,6881.34,merchant_payment,Ahmedabad,tablet,0,5G,evening,0
30,2024-04-22 17:10:00,user_3033,user_1883,49434.6,receive,Mumbai,tablet,0,4G,afternoon,0
31,2024-09-24 19:56:00,user_1670,user_2207,1015.07,send,Bangalore,mobile,0,WiFi,evening,0
32,2024-03-20 07:14:00,user_3078,user_1290,32584.64,merchant_payment,Hyderabad,mobile,0,WiFi,morning,1
33,2024-01-24 13:29:00,user_4755,user_3513,5493.12,send,Hyderabad,tablet,0,WiFi,afternoon,0
34,2024-04-18 21:50:00,user_4536,user_1430,14182.71,receive,Pune,tablet,0,4G,evening,0
35,2024-08-06 22:37:00,user_2000,user_3601,40831.59,merchant_payment,Delhi,mobile,1,5G,evening,0
36,2024-02-09 18:02:00,user_2619,user_3388,17060.19,receive,Hyderabad,mobile,0,WiFi,evening,0
37,2024-03-20 20:20:00,user_2286,user_3653,18708.83,receive,Hyderabad,tablet,0,5G,evening,0
38,2024-08-09 09:00:00,user_49,user_1343,45082.77,receive,Bangalore,tablet,0,5G,morning,0
39,2024-10-11 18:27:00,user_2238,user_1429,23788.08,merchant_payment,Bangalore,mobile,0,5G,evening,0
40,2024-02-09 04:08:00,user_214,user_3857,38647.7,merchant_payment,Pune,mobile,0,WiFi,night,1
41,2024-08-08 03:41:00,user_986,user_4775,42413.88,receive,Mumbai,mobile,0,WiFi,night,0
42,2024-04-19 23:45:00,user_3329,user_4045,7050.35,merchant_payment,Ahmedabad,mobile,0,5G,evening,0
43,2024-01-31 17:40:00,user_4772,user_4572,48280.76,receive,Chennai,tablet,0,WiFi,afternoon,0
44,2024-04-20 16:53:00,user_2760,user_4364,8384.9,receive,Chennai,tablet,0,WiFi,afternoon,1
45,2024-08-30 22:08:00,user_1900,user_3738,40356.22,receive,Ahmedabad,tablet,0,5G,evening,0
46,2024-07-11 23:15:00,user_1323,user_2228,47684.81,send,Hyderabad,mobile,0,WiFi,evening,0
47,2024-12-27 12:56:00,user_3972,user_4116,18035.6,send,Mumbai,mobile,0,4G,afternoon,0
48,2024-01-22 16:41:00,user_1473,user_802,26283.61,merchant_payment,Chennai,mobile,0,5G,afternoon,0
49,2024-07-17 10:58:00,user_1171,user_700,7783.7,receive,Pune,tablet,0,5G,morning,1
50,2024-06-01 21:39:00,user_97,user_220,34771.37,merchant_payment,Kolkata,mobile,0,5G,evening,0
51,2024-04-27 22:26:00,user_2170,user_4559,20703.21,send,Delhi,mobile,0,4G,evening,0
52,2024-02-22 19:02:00,user_3781,user_3575,8001.17,merchant_payment,Ahmedabad,tablet,0,5G,evening,1
53,2024-11-20 02:44:00,user_3677,user_3749,32526.25,send,Chennai,tablet,0,5G,night,0
54,2024-02-15 22:48:00,user_2480,user_392,13918.55,send,Kolkata,tablet,0,4G,evening,0
55,2024-01-20 07:49:00,user_1376,user_4448,48910.6,send,Ahmedabad,mobile,0,4G,morning,0
56,2024-04-16 19:08:00,user_1264,user_4202,38326.02,receive,Chennai,mobile,0,WiFi,evening,0
57,2024-07-16 04:45:00,user_3750,user_864,29661.01,merchant_payment,Ahmedabad,mobile,0,4G,night,0
58,2024-08-17 04:35:00,user_951,user_766,29547.34,send,Bangalore,mobile,0,WiFi,night,0
59,2024-05-22 22:56:00,user_2377,user_127,41845.55,receive,Delhi,mobile,0,WiFi,evening,1
60,2024-10-29 10:10:00,user_1491,user_1315,10069.86,merchant_payment,Hyderabad,mobile,0,4G,morning,0
61,2024-11-27 09:47:00,user_2885,user_4669,48016.01,merchant_payment,Kolkata,tablet,1,WiFi,morning,0
62,2024-07-24 17:28:00,user_1554,user_3089,18071.0,merchant_payment,Bangalore,mobile,0,4G,afternoon,0
63,2024-05-31 12:56:00,user_4132,user_1303,23038.92,receive,Chennai,mobile,0,5G,afternoon,1
64,2024-03-03 02:13:00,user_105,user_1123,11567.9,merchant_payment,Chennai,mobile,0,4G,night,1
65,2024-11-26 09:28:00,user_435,user_3611,38653.42,merchant_payment,Kolkata,tablet,0,WiFi,morning,0
66,2024-06-07 20:58:00,user_4270,user_15,24336.35,receive,Ahmedabad,tablet,0,WiFi,evening,0
67,2024-07-24 14:03:00,user_4179,user_2346,9520.44,merchant_payment,Delhi,mobile,0,4G,afternoon,0
68,2024-10-30 07:34:00,user_1309,user_306,25211.58,receive,Bangalore,mobile,1,4G,morning,0
69,2024-01-26 05:16:00,user_4746,user_4879,3159.41,send,Ahmedabad,mobile,0,5G,night,1
70,2024-11-25 18:49:00,user_486,user_1425,22876.04,merchant_payment,Mumbai,tablet,0,WiFi,evening,0
71,2024-06-26 03:46:00,user_3672,user_3013,48662.8,merchant_payment,Kolkata,tablet,0,5G,night,1
72,2024-01-09 06:32:00,user_4785,user_2629,6616.99,send,Hyderabad,mobile,0,4G,morning,0
73,2024-03-29 03:15:00,user_57,user_120,11997.14,send,Delhi,mobile,0,WiFi,night,0
74,2024-03-02 19:48:00,user_510,user_3335,29177.07,send,Hyderabad,tablet,0,4G,evening,0
75,2024-07-04 00:14:00,user_4169,user_3941,8285.78,receive,Pune,tablet,0,4G,night,0
76,2024-08-01 23:20:00,user_1793,user_807,35196.82,send,Pune,mobile,0,4G,evening,1
77,2024-01-27 20:49:00,user_3551,user_2937,14189.62,merchant_payment,Ahmedabad,mobile,0,4G,evening,1
78,2024-10-05 00:34:00,user_3154,user_3803,48177.81,merchant_payment,Kolkata,mobile,0,4G,night,0
79,2024-11-13 22:33:00,user_3966,user_316,8550.45,merchant_payment,Pune,mobile,0,WiFi,evening,0
80,2024-11-08 17:53:00,user_239,user_2109,23567.3,send,Kolkata,mobile,0,4G,afternoon,1
81,2024-08-04 12:06:00,user_4962,user_1521,45412.68,receive,Hyderabad,tablet,0,4G,afternoon,0
82,2024-08-07 07:53:00,user_1780,user_4919,2901.81,merchant_payment,Ahmedabad,tablet,0,4G,morning,0
83,2024-11-02 18:31:00,user_3562,user_4971,23569.19,send,Chennai,tablet,0,4G,evening,0
84,2024-01-29 22:41:00,user_2091,user_3,48524.01,receive,Mumbai,tablet,0,4G,evening,0
85,2024-09-10 01:05:00,user_1568,user_3638,19834.62,merchant_payment,Pune,mobile,0,4G,night,0
86,2024-12-04 05:19:00,user_3074,user_1142,39444.46,receive,Bangalore,tablet,0,WiFi,night,0
87,2024-03-08 03:52:00,user_4382,user_2714,47486.08,send,Pune,mobile,0,5G,night,0
88,2024-12-25 14:27:00,user_4789,user_3113,20971.68,receive,Hyderabad,tablet,0,WiFi,afternoon,0
89,2024-05-26 08:53:00,user_661,user_3181,15564.49,merchant_payment,Pune,mobile,0,WiFi,morning,0
90,2024-06-11 12:05:00,user_2677,user_976,38289.22,receive,Ahmedabad,mobile,0,5G,afternoon,0
91,2024-08-19 11:13:00,user_830,user_1250,36978.11,send,Hyderabad,tablet,0,5G,morning,0
92,2024-06-29 00:09:00,user_652,user_2378,15406.52,merchant_payment,Chennai,mobile,0,5G,night,0
93,2024-11-21 11:49:00,user_171,user_2466,29380.99,receive,Hyderabad,mobile,0,WiFi,morning,0
94,2024-10-24 23:33:00,user_3550,user_3661,1312.01,merchant_payment,Pune,tablet,0,5G,evening,0
95,2024-03-15 08:37:00,user_4315,user_1247,32600.11,receive,Hyderabad,tablet,0,WiFi,morning,0
96,2024-09-07 12:13:00,user_1418,user_180,32458.84,merchant_payment,Chennai,mobile,0,4G,afternoon,1
97,2024-11-06 04:21:00,user_3109,user_4148,8744.68,send,Kolkata,mobile,0,WiFi,night,0
98,2024-08-07 08:31:00,user_2936,user_2297,30438.19,send,Kolkata,tablet,0,4G,morning,0
99,2024-08-12 18:32:00,user_2162,user_4023,29691.55,receive,Bangalore,mobile,0,5G,evening,0
100,2024-05-14 14:00:00,user_3073,user_439,4918.75,receive,Mumbai,tablet,0,WiFi,afternoon,0
101,2024-10-29 23:31:00,user_548,user_1249,21149.56,send,Chennai,tablet,0,WiFi,evening,0
102,2024-12-12 10:06:00,user_3451,user_4407,36791.87,merchant_payment,Ahmedabad,mobile,0,4G,morning,1
103,2024-04-07 03:41:00,user_2723,user_3926,47028.78,merchant_payment,Chennai,tablet,0,5G,night,0
104,2024-03-01 11:42:00,user_4205,user_2744,5841.65,receive,Chennai,tablet,0,5G,morning,0
105,2024-01-14 18:39:00,user_1517,user_3348,22154.22,receive,Mumbai,mobile,0,4G,evening,0
106,2024-08-21 03:25:00,user_3119,user_2210,3753.91,send,Mumbai,tablet,0,5G,night,0
107,2024-01-07 02:20:00,user_60,user_1386,47052.62,receive,Kolkata,mobile,0,4G,night,0
108,2024-10-31 08:41:00,user_2216,user_62,4461.44,send,Hyderabad,mobile,0,5G,morning,0
109,2024-07-10 14:43:00,user_3806,user_3823,4348.11,merchant_payment,Ahmedabad,mobile,0,4G,afternoon,0
110,2024-09-16 22:52:00,user_1007,user_2229,35018.87,merchant_payment,Pune,tablet,0,WiFi,evening,0
111,2024-04-01 00:23:00,user_728,user_1132,2892.57,merchant_payment,Hyderabad,mobile,0,5G,night,0
112,2024-05-20 12:18:00,user_2753,user_4321,27403.72,merchant_payment,Bangalore,tablet,0,4G,afternoon,0
113,2024-08-18 16:26:00,user_1219,user_594,27120.46,send,Hyderabad,tablet,0,4G,afternoon,0
114,2024-04-09 06:16:00,user_4515,user_3652,48612.61,receive,Delhi,tablet,0,4G,morning,0
115,2024-12-03 10:00:00,user_328,user_4102,26347.36,send,Ahmedabad,mobile,0,WiFi,morning,0
116,2024-03-27 18:18:00,user_4550,user_3272,41779.16,receive,Delhi,tablet,0,WiFi,evening,0
117,2024-11-07 08:17:00,user_2670,user_4587,11420.59,merchant_payment,Hyderabad,tablet,0,WiFi,morning,0
118,2024-01-17 11:06:00,user_3866,user_4032,2467.21,send,Ahmedabad,tablet,0,5G,morning,0
119,2024-06-23 00:52:00,user_2557,user_3185,34393.44,receive,Ahmedabad,mobile,0,5G,night,0
120,2024-04-28 02:34:00,user_2311,user_1737,49479.38,receive,Mumbai,mobile,0,WiFi,night,1
121,2024-10-05 02:35:00,user_4839,user_1180,49097.31,send,Mumbai,tablet,0,WiFi,night,1
122,2024-10-31 09:07:00,user_2261,user_1269,49113.85,merchant_payment,Delhi,tablet,0,5G,morning,0
123,2024-01-22 00:52:00,user_1098,user_3660,12837.51,send,Delhi,mobile,0,WiFi,night,0
124,2024-01-29 09:40:00,user_4689,user_4192,9746.84,send,Ahmedabad,tablet,0,WiFi,morning,0
125,2024-09-26 18:44:00,user_883,user_322,3749.97,merchant_payment,Bangalore,tablet,0,WiFi,evening,0
126,2024-05-16 14:56:00,user_1781,user_1223,45887.66,receive,Hyderabad,mobile,0,5G,afternoon,0
127,2024-11-17 15:08:00,user_4162,user_376,30303.53,receive,Kolkata,tablet,0,4G,afternoon,0
128,2024-05-17 18:49:00,user_4968,user_515,38887.06,merchant_payment,Mumbai,mobile,0,5G,evening,0
129,2024-01-13 20:23:00,user_3727,user_3843,19736.75,receive,Hyderabad,tablet,0,4G,evening,0
130,2024-06-26 19:58:00,user_4378,user_2177,1118.63,receive,Pune,tablet,0,4G,evening,1
131,2024-01-09 12:48:00,user_4506,user_1635,7055.34,merchant_payment,Mumbai,mobile,0,WiFi,afternoon,0
132,2024-03-14 04:39:00,user_4376,user_3436,42407.51,send,Mumbai,mobile,0,4G,night,1
133,2024-02-04 17:51:00,user_1698,user_1653,21420.57,merchant_payment,Chennai,tablet,0,5G,afternoon,0
134,2024-01-24 09:44:00,user_4912,user_2597,34890.8,receive,Mumbai,mobile,0,5G,morning,1
135,2024-05-20 00:02:00,user_4152,user_2879,30877.54,receive,Ahmedabad,mobile,0,4G,night,0
136,2024-10-29 21:34:00,user_3087,user_3149,3759.01,receive,Bangalore,tablet,0,WiFi,evening,0
137,2024-01-20 22:50:00,user_581,user_1407,41425.64,send,Delhi,tablet,0,4G,evening,0
138,2024-11-23 10:32:00,user_1344,user_713,13262.37,send,Hyderabad,mobile,0,WiFi,morning,0
139,2024-09-02 07:35:00,user_578,user_3019,38460.6,merchant_payment,Hyderabad,tablet,0,WiFi,morning,0
140,2024-06-24 18:11:00,user_1993,user_2430,36806.77,merchant_payment,Bangalore,mobile,0,WiFi,evening,0
141,2024-01-01 19:53:00,user_3192,user_2486,19385.48,merchant_payment,Hyderabad,tablet,0,5G,evening,1
142,2024-09-12 01:52:00,user_1552,user_2718,11275.94,send,Delhi,tablet,0,5G,night,0
143,2024-03-25 03:40:00,user_2922,user_2576,39006.97,merchant_payment,Bangalore,mobile,0,WiFi,night,0
144,2024-07-18 19:01:00,user_2949,user_4239,24938.35,send,Ahmedabad,mobile,0,4G,evening,0
145,2024-05-14 13:41:00,user_2361,user_196,382.38,merchant_payment,Kolkata,mobile,0,5G,afternoon,0
146,2024-04-07 07:42:00,user_3642,user_4279,38889.38,receive,Ahmedabad,mobile,0,5G,morning,1
147,2024-04-04 22:40:00,user_847,user_2595,293.14,send,Mumbai,tablet,1,WiFi,evening,0
148,2024-03-26 22:41:00,user_4038,user_560,6391.87,send,Kolkata,mobile,0,WiFi,evening,0
149,2024-01-19 21:33:00,user_611,user_2046,16663.65,merchant_payment,Bangalore,mobile,0,5G,evening,0
150,2024-03-05 09:38:00,user_4172,user_2091,46026.02,receive,Pune,tablet,0,WiFi,morning,0
151,2024-01-06 04:17:00,user_407,user_4263,49894.52,receive,Bangalore,mobile,0,5G,night,0
152,2024-12-02 00:30:00,user_3591,user_4728,26274.01,merchant_payment,Kolkata,tablet,0,WiFi,night,0
153,2024-03-28 19:56:00,user_1056,user_215,18061.44,merchant_payment,Chennai,mobile,0,4G,evening,1
154,2024-09-06 04:55:00,user_1871,user_3964,21552.32,merchant_payment,Hyderabad,mobile,0,WiFi,night,0
155,2024-10-02 07:34:00,user_3542,user_3096,18504.23,receive,Pune,tablet,0,5G,morning,0
156,2024-04-24 11:37:00,user_3708,user_4490,23754.76,merchant_payment,Ahmedabad,mobile,0,4G,morning,0
157,2024-04-27 05:43:00,user_1949,user_2241,33827.07,merchant_payment,Mumbai,mobile,0,WiFi,night,0
158,2024-08-30 13:43:00,user_1020,user_753,34178.47,receive,Pune,mobile,0,WiFi,afternoon,1
159,2024-10-29 00:33:00,user_1449,user_4482,4514.26,send,Pune,mobile,0,4G,night,0
160,2024-10-07 04:53:00,user_723,user_2877,1936.91,merchant_payment,Kolkata,tablet,0,5G,night,0
161,2024-12-15 16:17:00,user_473,user_930,3968.81,send,Ahmedabad,mobile,0,4G,afternoon,0
162,2024-10-06 06:42:00,user_1815,user_3414,6751.88,merchant_payment,Kolkata,tablet,0,4G,morning,0
163,2024-08-23 13:52:00,user_4898,user_2219,47392.1,receive,Kolkata,mobile,0,5G,afternoon,0
164,2024-07-15 20:57:00,user_3238,user_4610,10630.88,merchant_payment,Kolkata,mobile,1,WiFi,evening,0
165,2024-08-20 00:50:00,user_603,user_4971,442.56,merchant_payment,Pune,mobile,0,4G,night,0
166,2024-04-09 08:40:00,user_1736,user_4545,21022.74,receive,Pune,tablet,0,4G,morning,0
167,2024-06-15 18:27:00,user_1918,user_4052,25251.72,merchant_payment,Pune,tablet,0,4G,evening,0
168,2024-03-13 12:27:00,user_1273,user_4966,758.07,send,Ahmedabad,tablet,0,5G,afternoon,1
169,2024-08-27 18:49:00,user_653,user_3233,41292.8,send,Delhi,tablet,0,5G,evening,1
170,2024-01-08 20:51:00,user_692,user_4391,22578.21,receive,Chennai,tablet,0,WiFi,evening,0
171,2024-03-04 04:12:00,user_4563,user_2485,35587.71,merchant_payment,Mumbai,tablet,0,WiFi,night,0
172,2024-07-04 01:28:00,user_4425,user_913,26321.82,merchant_payment,Kolkata,mobile,0,WiFi,night,0
173,2024-08-22 12:37:00,user_4278,user_1353,35038.02,receive,Bangalore,tablet,0,5G,afternoon,0
174,2024-02-03 02:56:00,user_3307,user_3645,25137.71,receive,Delhi,mobile,0,4G,night,1
175,2024-09-19 09:31:00,user_1560,user_4105,31083.42,merchant_payment,Hyderabad,tablet,0,4G,morning,0
176,2024-03-22 08:52:00,user_3451,user_3693,19723.95,receive,Bangalore,mobile,0,5G,morning,0
177,2024-09-10 18:36:00,user_847,user_2711,41824.2,receive,Kolkata,mobile,0,4G,evening,1
178,2024-12-14 13:28:00,user_4898,user_4421,48898.72,send,Delhi,tablet,0,5G,afternoon,0
179,2024-07-27 23:48:00,user_4386,user_4852,39479.18,receive,Chennai,tablet,0,WiFi,evening,0
180,2024-05-24 00:20:00,user_1166,user_1786,17149.06,send,Hyderabad,mobile,0,5G,night,1
181,2024-10-30 20:11:00,user_4230,user_1907,3149.09,send,Delhi,tablet,0,5G,evening,1
182,2024-06-26 06:19:00,user_1423,user_2153,22161.3,merchant_payment,Pune,mobile,0,5G,morning,0
183,2024-07-01 13:28:00,user_1088,user_3463,13620.5,send,Ahmedabad,mobile,0,4G,afternoon,0
184,2024-05-20 04:26:00,user_3618,user_364,4715.89,merchant_payment,Bangalore,tablet,0,4G,night,0
185,2024-02-28 23:53:00,user_3066,user_1881,6834.92,receive,Chennai,mobile,0,5G,evening,0
186,2024-04-06 01:20:00,user_1473,user_1006,14283.43,receive,Bangalore,mobile,0,5G,night,1
187,2024-12-24 06:02:00,user_613,user_3467,3786.69,send,Delhi,mobile,0,WiFi,morning,1
188,2024-08-20 19:45:00,user_2230,user_2496,12305.96,send,Pune,mobile,0,WiFi,evening,0
189,2024-09-30 22:38:00,user_374,user_2788,43125.16,receive,Mumbai,mobile,0,WiFi,evening,0
190,2024-03-14 19:04:00,user_1126,user_2159,42404.19,merchant_payment,Ahmedabad,mobile,0,WiFi,evening,0
191,2024-09-01 02:10:00,user_3753,user_456,10470.71,send,Hyderabad,mobile,0,WiFi,night,0
192,2024-05-04 14:48:00,user_3669,user_2096,26585.66,merchant_payment,Pune,mobile,0,WiFi,afternoon,0
193,2024-10-08 02:37:00,user_3987,user_1063,35338.59,send,Ahmedabad,mobile,0,5G,night,0
194,2024-12-22 08:00:00,user_2961,user_3419,10982.99,receive,Hyderabad,tablet,0,4G,morning,1
195,2024-11-27 04:16:00,user_4317,user_75,39259.72,merchant_payment,Delhi,mobile,0,5G,night,0
196,2024-05-29 10:13:00,user_2504,user_1572,9141.75,send,Mumbai,tablet,0,5G,morning,1
197,2024-11-27 18:15:00,user_2010,user_311,37708.76,send,Bangalore,mobile,1,WiFi,evening,1
198,2024-07-24 17:01:00,user_1880,user_1299,28603.17,send,Ahmedabad,mobile,0,4G,afternoon,1
199,2024-08-18 18:12:00,user_3102,user_2171,5960.69,send,Ahmedabad,tablet,0,5G,evening,0
200,2024-10-05 14:37:00,user_3173,user_3427,3270.11,receive,Chennai,tablet,0,4G,afternoon,1
201,2024-10-11 09:24:00,user_4180,user_1693,49912.71,merchant_payment,Hyderabad,tablet,0,4G,morning,0
202,2024-05-12 13:08:00,user_1590,user_2203,1819.38,send,Ahmedabad,mobile,0,5G,afternoon,0
203,2024-04-25 18:29:00,user_3180,user_1574,37628.86,merchant_payment,Pune,tablet,0,4G,evening,0
204,2024-12-11 10:41:00,user_4871,user_3106,49078.32,receive,Kolkata,mobile,0,5G,morning,0
205,2024-02-18 13:07:00,user_381,user_1039,7461.08,receive,Bangalore,tablet,0,WiFi,afternoon,0
206,2024-02-25 18:33:00,user_3720,user_2754,32701.02,merchant_payment,Mumbai,mobile,0,WiFi,evening,0
207,2024-07-21 02:52:00,user_3369,user_1427,21390.3,send,Hyderabad,tablet,0,WiFi,night,0
208,2024-07-08 18:49:00,user_2788,user_4584,36005.49,receive,Pune,mobile,0,WiFi,evening,1
209,2024-09-26 17:11:00,user_3791,user_560,8617.53,receive,Chennai,tablet,0,4G,afternoon,1
210,2024-04-13 11:49:00,user_2288,user_304,32663.61,send,Kolkata,mobile,0,4G,morning,1
211,2024-07-10 00:42:00,user_1756,user_1736,16934.71,merchant_payment,Delhi,mobile,0,4G,night,0
212,2024-04-30 02:25:00,user_3093,user_207,35377.88,merchant_payment,Bangalore,tablet,0,WiFi,night,0
213,2024-02-09 06:39:00,user_2486,user_2018,30146.26,merchant_payment,Pune,tablet,0,WiFi,morning,1
214,2024-10-11 10:49:00,user_2025,user_1617,10678.61,merchant_payment,Kolkata,mobile,0,WiFi,morning,0
215,2024-03-06 04:04:00,user_562,user_1551,12011.81,merchant_payment,Mumbai,mobile,0,4G,night,0
216,2024-08-09 08:05:00,user_2207,user_841,49506.68,receive,Mumbai,mobile,0,WiFi,morning,0
217,2024-08-27 04:39:00,user_3657,user_4392,13249.04,send,Kolkata,tablet,0,WiFi,night,0
218,2024-01-04 14:34:00,user_3947,user_2931,28417.5,receive,Kolkata,mobile,1,5G,afternoon,1
219,2024-03-27 19:50:00,user_925,user_610,4445.59,send,Hyderabad,tablet,0,WiFi,evening,0
220,2024-01-08 04:51:00,user_4501,user_3320,6698.77,merchant_payment,Bangalore,mobile,0,4G,night,0
221,2024-09-21 21:25:00,user_922,user_3029,45357.04,merchant_payment,Mumbai,mobile,0,5G,evening,1
222,2024-12-02 18:37:00,user_1483,user_1075,24727.06,merchant_payment,Chennai,tablet,0,WiFi,evening,0
223,2024-07-02 21:43:00,user_1246,user_2722,13326.75,send,Ahmedabad,mobile,0,WiFi,evening,0
224,2024-02-12 00:30:00,user_3234,user_3163,2492.32,send,Ahmedabad,tablet,0,WiFi,night,0
225,2024-08-27 20:58:00,user_334,user_1687,41270.44,receive,Mumbai,mobile,0,4G,evening,1
226,2024-03-13 00:23:00,user_439,user_1172,33132.7,merchant_payment,Mumbai,tablet,0,5G,night,0
227,2024-01-08 21:35:00,user_3951,user_4254,21549.91,receive,Delhi,tablet,0,4G,evening,0
228,2024-01-05 14:12:00,user_4165,user_3431,2323.2,merchant_payment,Mumbai,mobile,0,4G,afternoon,1
229,2024-07-28 19:22:00,user_1042,user_4857,24107.39,receive,Chennai,tablet,0,4G,evening,0
230,2024-04-20 04:17:00,user_985,user_2502,21325.81,merchant_payment,Bangalore,tablet,0,5G,night,0
231,2024-09-15 16:37:00,user_4978,user_4848,21610.4,merchant_payment,Bangalore,tablet,0,5G,afternoon,0
232,2024-01-07 08:01:00,user_2725,user_3331,43621.43,merchant_payment,Kolkata,tablet,0,4G,morning,0
233,2024-03-27 20:49:00,user_3153,user_3592,16014.77,merchant_payment,Kolkata,mobile,0,4G,evening,0
234,2024-05-12 21:05:00,user_3688,user_4999,21557.42,merchant_payment,Chennai,mobile,0,WiFi,evening,0
235,2024-11-06 09:50:00,user_785,user_3939,1105.56,send,Delhi,tablet,0,5G,morning,1
236,2024-02-04 09:17:00,user_1572,user_2502,21912.61,receive,Bangalore,tablet,0,4G,morning,1
237,2024-07-08 05:51:00,user_3922,user_1198,15215.57,receive,Kolkata,mobile,0,5G,night,0
238,2024-09-04 12:30:00,user_43,user_4811,35902.25,send,Ahmedabad,mobile,0,4G,afternoon,0
239,2024-02-15 11:48:00,user_1506,user_2121,29125.01,send,Mumbai,tablet,0,5G,morning,0
240,2024-07-05 16:54:00,user_4688,user_3418,42102.17,send,Pune,mobile,0,5G,afternoon,1
241,2024-09-21 00:07:00,user_1841,user_373,46022.24,send,Ahmedabad,mobile,0,5G,night,1
242,2024-07-18 01:48:00,user_2120,user_3198,33788.69,send,Chennai,mobile,0,4G,night,1
243,2024-08-11 10:54:00,user_2286,user_2768,42356.76,receive,Kolkata,tablet,0,WiFi,morning,0
244,2024-12-09 09:05:00,user_263,user_2088,47701.33,receive,Mumbai,mobile,0,5G,morning,0
245,2024-01-24 15:30:00,user_219,user_2812,4533.24,receive,Delhi,tablet,0,4G,afternoon,0
246,2024-09-20 01:42:00,user_4955,user_344,1345.37,send,Delhi,mobile,0,WiFi,night,1
247,2024-04-11 12:49:00,user_3407,user_3798,45736.74,receive,Hyderabad,mobile,0,WiFi,afternoon,0
248,2024-06-05 20:02:00,user_657,user_2512,48586.36,merchant_payment,Mumbai,mobile,0,WiFi,evening,0
249,2024-04-11 16:48:00,user_1012,user_3630,14004.83,merchant_payment,Hyderabad,mobile,0,WiFi,afternoon,0
250,2024-08-27 20:25:00,user_532,user_3938,20033.63,merchant_payment,Hyderabad,mobile,0,4G,evening,0
251,2024-05-05 20:25:00,user_1158,user_4703,2642.89,receive,Hyderabad,tablet,0,WiFi,evening,0
252,2024-03-30 06:47:00,user_2581,user_2237,34563.81,send,Bangalore,tablet,0,WiFi,morning,0
253,2024-12-17 07:22:00,user_2023,user_154,16391.33,merchant_payment,Pune,tablet,0,5G,morning,1
254,2024-11-16 20:02:00,user_3587,user_3531,43573.96,send,Kolkata,tablet,1,WiFi,evening,1
